"Id","G","Date","Home","Opp","Wins","Tm","Opper","ORtg","DRtg","Pace","FTr","3PAr","TSP","TRBP","ASTP","STLP","BLKP","eFGP","TOVP","ORBP","FT_FGA","OppFGP","OppTOVP","DRBP","OppFT_FGA"
"1","1","2016-10-26","0","PHI","1","103","97","102.6","96.7","100.3",".277",".234",".488","55.2","48.7","7.0","5.0",".447","8.7","25.5",".202",".470","12.0","88.9",".214"
"2","2","2016-10-28","1","PHO","1","113","110","97.9","95.3","104.5",".396",".219",".501","56.4","32.5","9.5","4.5",".443","16.3","27.5",".292",".473","12.2","86.0",".223"
"3","3","2016-10-30","1","LAL","1","113","96","106.7","90.7","105.9",".179",".274",".551","52.3","64.4","14.2","10.9",".521","15.6","25.0",".147",".443","17.7","76.1",".218"
"4","4","2016-11-02","0","LAC","1","85","83","83.9","81.9","101.3",".238",".238",".458","55.9","41.2","7.9","6.2",".435","18.5","23.3",".143",".431","15.2","84.0",".092"
"5","5","2016-11-03","0","GSW","0","96","122","99.1","126.0","96.9",".322",".310",".483","47.1","57.1","8.3","10.2",".460","13.9","29.5",".184",".596","13.3","65.1",".180"
"6","6","2016-11-05","1","MIN","1","112","92","120.0","98.6","93.3",".279",".186",".580","50.0","53.3","9.6","13.8",".564","11.1","31.4",".174",".417","14.9","63.8",".262"
"7","7","2016-11-07","1","MIA","1","97","85","104.6","91.6","92.8",".200",".329",".524","53.4","64.9","8.6","7.5",".488","14.7","25.6",".165",".393","11.4","75.5",".226"
"8","8","2016-11-09","1","TOR","0","102","112","109.3","120.0","93.3",".419",".459",".582","52.7","58.1","6.4","8.8",".500","17.8","28.2",".378",".584","10.6","80.0",".181"
"9","9","2016-11-11","1","LAC","0","108","110","108.7","110.8","99.3",".216",".318",".560","50.0","55.3","3.0","1.7",".523","14.2","20.9",".182",".517","9.0","76.6",".244"
"10","10","2016-11-13","1","ORL","0","117","119","121.5","123.6","96.3",".283",".272",".566","52.5","46.8","4.2","9.7",".549","8.8","28.6",".174",".599","8.7","78.9",".186"
"11","11","2016-11-14","0","DET","0","88","104","87.8","103.7","100.3",".250",".307",".450","52.0","48.5","3.0","7.9",".403","13.3","23.2",".193",".495","8.3","90.5",".141"
"12","12","2016-11-16","1","HOU","1","105","103","104.9","102.9","100.1",".167",".298",".582","48.4","62.5","7.0","13.5",".548","15.1","12.5",".155",".511","14.0","76.5",".098"
"13","13","2016-11-18","1","BRK","1","124","105","121.4","102.8","102.1",".270",".292",".623","60.5","46.9","8.8","9.3",".590","13.8","30.3",".213",".488","14.3","83.7",".289"
"14","14","2016-11-20","1","IND","0","111","115","102.0","105.7","98.5",".178",".356",".510","49.0","63.6","9.2","10.4",".485","15.5","29.4",".129",".511","17.7","69.4",".270"
"15","15","2016-11-22","0","LAL","0","109","111","111.0","113.0","98.2",".120",".293",".563","53.3","64.4","11.2","10.7",".549","13.4","27.5",".087",".590","15.9","82.9",".157"
"16","16","2016-11-23","0","SAC","0","101","116","104.8","120.4","96.4",".500",".329",".545","45.2","56.3","7.3","10.6",".467","8.8","12.5",".395",".532","9.8","75.0",".170"
"17","17","2016-11-25","0","DEN","1","132","129","118.1","115.4","101.2",".302",".271",".607","43.5","60.4","9.8","6.0",".568","9.9","15.2",".240",".535","12.4","71.7",".208"
"18","18","2016-11-26","1","DET","1","106","88","117.4","97.4","90.3",".313",".277",".561","57.3","54.8","4.4","4.8",".554","9.6","27.8",".169",".457","8.2","84.6",".159"
"19","19","2016-11-28","0","NYK","1","112","103","119.7","110.1","93.5",".196",".239",".560","57.0","54.3","4.3","9.7",".543","12.3","37.8",".130",".429","4.6","75.0",".275"
"20","20","2016-11-30","1","WAS","1","126","115","116.4","106.2","98.1",".326",".316",".580","49.5","60.9","9.2","5.7",".547","10.7","19.6",".232",".500","9.1","77.6",".173"
"21","21","2016-12-04","1","NOP","1","101","92","97.9","89.1","103.2",".292",".315",".503","53.6","58.5","6.8","7.1",".494","13.0","22.0",".146",".398","9.4","80.0",".143"
"22","22","2016-12-05","0","ATL","1","102","99","101.8","98.8","100.2",".350",".388",".552","54.4","70.3","9.0","9.1",".525","17.1","21.6",".225",".487","16.5","83.3",".312"
"23","23","2016-12-09","1","HOU","0","99","102","98.4","101.4","100.6",".383",".346",".523","46.9","52.9","8.9","10.0",".463","15.2","20.0",".296",".451","12.5","69.8",".207"
"24","24","2016-12-11","1","BOS","1","99","96","108.6","105.3","91.2",".325",".253",".522","55.1","41.5","9.9","12.1",".512","11.2","34.9",".169",".506","12.2","73.9",".056"
"25","25","2016-12-13","0","POR","0","95","114","97.7","117.3","97.2",".322",".310",".478","53.8","54.5","10.3","3.5",".425","17.5","35.6",".241",".588","13.2","77.1",".250"
"26","26","2016-12-14","0","UTA","0","89","109","102.3","125.3","87.0",".329",".232",".474","50.0","46.7","4.6","6.1",".402","8.7","27.7",".280",".674","15.1","86.2",".167"
"27","27","2016-12-17","1","PHO","1","114","101","118.8","105.3","95.9",".420",".198",".594","49.4","68.3","12.5","5.9",".549","11.9","27.0",".309",".478","13.9","66.7",".167"
"28","28","2016-12-19","1","ATL","0","108","110","115.8","117.9","93.3",".299",".402",".549","55.7","33.3","8.6","5.8",".506","10.9","33.3",".230",".607","14.9","85.3",".253"
"29","29","2016-12-21","0","NOP","1","121","110","126.2","114.7","95.9",".273",".318",".614","59.8","48.9","8.3","8.8",".574","9.2","32.5",".227",".523","8.4","85.7",".205"
"30","30","2016-12-23","0","BOS","1","117","112","117.3","112.3","99.7",".450",".325",".610","53.0","65.9","5.0","9.2",".581","11.9","25.6",".300",".489","10.3","77.3",".226"
"31","31","2016-12-25","1","MIN","1","112","100","119.3","106.6","93.9",".293",".293",".605","53.8","61.9","8.5","5.6",".561","13.9","26.5",".244",".494","11.4","75.0",".217"
"32","32","2016-12-27","0","MIA","1","106","94","115.0","102.0","92.2",".305",".232",".570","59.0","50.0","3.3","6.7",".543","15.5","37.8",".207",".482","11.6","78.0",".183"
"33","33","2016-12-29","0","MEM","0","80","114","89.4","127.4","89.5",".514",".297",".441","50.0","36.0","5.6","11.7",".365","16.6","33.3",".351",".604","11.7","69.4",".183"
"34","34","2016-12-31","1","LAC","1","114","88","124.8","96.3","91.4",".449",".372",".610","53.7","67.6","9.9","13.3",".538","8.8","20.5",".385",".467","15.1","83.7",".240"
